_id,_form_id,refrigerator_id,model_row_id,tracking_id,year,working_status,reason_not_working,utilization,voltage_regulator,power_source,facility_row_id,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,_row_etag,_filter_type,_filter_value
R670,,R670,M52,22400089,2006,functioning,needs_spare_parts,in_use,unknown,unknown,H420,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R671,,R671,M11,20011304522,1996,,not_applicable,in_use,unknown,electricity,H421,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R672,,R672,M19,KFRF32,1998,functioning,not_applicable,in_use,unknown,electricity,H421,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R673,,R673,M58,9401265,2010,functioning,not_applicable,in_use,unknown,unknown,H422,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R674,,R674,M58,221012105,2004,functioning,no_fuel,in_use,unknown,unknown,H423,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R675,,R675,M19,706,2006,unservicable,no_fuel,not_in_use,unknown,electricity,H424,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R676,,R676,M52,22400036,2004,unservicable,no_fuel,not_in_use,unknown,unknown,H425,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R677,,R677,M52,22400145,2005,unservicable,no_fuel,not_in_use,unknown,unknown,H426,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R678,,R678,M11,20011901932,2003,functioning,not_applicable,in_use,unknown,electricity,H427,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R679,,R679,M40,933307,2008,functioning,not_applicable,in_use,unknown,solar,H428,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R680,,R680,M58,9401283,2010,unservicable,no_fuel,not_in_use,unknown,unknown,H429,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R681,,R681,M31,3273,1998,unservicable,no_fuel,not_in_use,unknown,unknown,H430,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R682,,R682,M40,VR50,2004,unservicable,needs_spare_parts,not_in_use,unknown,solar,H430,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R683,,R683,M49,327A50016,2004,unservicable,no_fuel,not_in_use,unknown,solar,H431,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R684,,R684,M52,4400150,1998,unservicable,no_fuel,not_in_use,unknown,unknown,H432,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R685,,R685,M51,50900050,2010,unservicable,no_fuel,not_in_use,unknown,unknown,H433,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R686,,R686,M19,3345,2003,,no_fuel,not_in_use,unknown,electricity,H434,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R687,,R687,M49,328A50086,2004,awaiting_repair,not_applicable,in_use,unknown,solar,H435,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R688,,R688,M54,80700028,2003,unservicable,no_fuel,not_in_use,unknown,unknown,H436,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R689,,R689,M15,20041800705,2001,unservicable,not_applicable,in_use,unknown,electricity,H783,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R690,,R690,M61,9401242,2010,functioning,not_applicable,in_use,unknown,electricity,H784,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R691,,R691,M51,22500212,2003,functioning,not_applicable,in_use,unknown,unknown,H785,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R692,,R692,M25,3291,2003,functioning,not_applicable,in_use,unknown,unknown,H786,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R693,,R693,M51,22500018,2010,functioning,not_applicable,in_use,unknown,unknown,H787,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R694,,R694,M51,2200083,2003,functioning,not_applicable,in_use,unknown,unknown,H788,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R695,,R695,M41,20011901945,2002,functioning,not_applicable,in_use,unknown,electricity,H789,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R696,,R696,M31,3144,2000,functioning,not_applicable,in_use,unknown,unknown,H790,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R697,,R697,M31,3212,2000,functioning,no_fuel,in_use,unknown,unknown,H791,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R698,,R698,M54,80200071,2001,functioning,not_applicable,in_use,unknown,unknown,H792,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R699,,R699,M51,22500020,2003,functioning,not_applicable,in_use,unknown,unknown,H793,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R700,,R700,M61,9420792,2010,functioning,not_applicable,in_use,unknown,electricity,H794,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R701,,R701,M51,22500136,2002,functioning,not_applicable,in_use,unknown,unknown,H795,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R702,,R702,M51,22500041,2003,awaiting_repair,not_applicable,in_use,unknown,unknown,H810,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R703,,R703,M31,3154,2000,awaiting_repair,not_applicable,in_use,unknown,unknown,H811,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R704,,R704,M49,328A50087,2004,awaiting_repair,needs_spare_parts,in_use,unknown,solar,H812,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R705,,R705,M5,9411736,2010,functioning,not_applicable,in_use,unknown,solar,H813,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R706,,R706,M51,2250006,,functioning,not_applicable,in_use,unknown,unknown,H814,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R707,,R707,M51,22500108,2003,functioning,dead,in_use,unknown,unknown,H815,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R708,,R708,M52,64800239,2002,functioning,not_applicable,in_use,unknown,unknown,H816,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R709,,R709,M61,2212081,2010,functioning,not_applicable,in_use,unknown,electricity,H817,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R710,,R710,M49,328A50085,2004,functioning,not_applicable,in_use,unknown,solar,H818,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R711,,R711,M31,3360,2000,functioning,not_applicable,in_use,unknown,unknown,H819,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R712,,R712,M5,9411742,2010,functioning,not_applicable,in_use,unknown,solar,H820,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R713,,R713,M19,1,2009,functioning,not_applicable,in_use,unknown,electricity,H821,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R714,,R714,M58,2212088,2010,functioning,not_applicable,in_use,unknown,unknown,H822,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R715,,R715,M49,328A50050,2008,awaiting_repair,needs_spare_parts,in_use,unknown,solar,H823,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R716,,R716,M5,9411748,2010,functioning,not_applicable,in_use,unknown,solar,H824,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R717,,R717,M53,80200089,2004,functioning,not_applicable,in_use,unknown,unknown,H825,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R718,,R718,M37,22500151,2003,functioning,not_applicable,in_use,unknown,electricity,H826,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R719,,R719,M52,61000100,2003,functioning,not_applicable,in_use,unknown,unknown,H827,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R720,,R720,M34,9411731,2009,functioning,not_applicable,in_store_for_allocation,unknown,electricity,H559,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R721,,R721,M55,9450275,2009,functioning,not_applicable,in_use,unknown,unknown,H559,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R722,,R722,M67,MJ006,2009,functioning,not_applicable,in_use,unknown,electricity,H559,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R723,,R723,M51,30600047,2004,functioning,not_applicable,in_use,unknown,unknown,H195,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R724,,R724,M60,3080150,2005,unservicable,no_fuel,in_store_for_allocation,unknown,solar,H195,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R725,,R725,M55,9450277,2010,functioning,not_applicable,in_use,unknown,unknown,H196,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R726,,R726,M49,328A50062,2004,unservicable,dead,not_in_use,unknown,solar,H196,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R727,,R727,M51,10100093,1998,functioning,not_applicable,in_use,unknown,unknown,H197,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R728,,R728,M60,,2003,unservicable,needs_spare_parts,not_in_use,unknown,solar,H197,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R729,,R729,M19,3500007,1994,unservicable,dead,not_in_use,unknown,electricity,H198,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R730,,R730,M52,64800036,2005,unservicable,no_fuel,not_in_use,unknown,unknown,H198,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R731,,R731,M19,1258364,2000,functioning,not_applicable,in_use,unknown,electricity,H198,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R732,,R732,M11,20011902038,2004,functioning,not_applicable,in_use,unknown,electricity,H198,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R733,,R733,M31,3226,2001,functioning,not_applicable,in_use,unknown,unknown,H199,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R734,,R734,M51,22500188,2004,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H200,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R735,,R735,M34,9401290,2010,functioning,not_applicable,in_use,unknown,electricity,H200,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R736,,R736,M19,998075601,1999,,needs_spare_parts,not_in_use,unknown,electricity,H201,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R737,,R737,M67,BBICA48356,2004,functioning,not_applicable,in_use,unknown,electricity,H201,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R738,,R738,M34,9411760,2010,functioning,not_applicable,in_use,unknown,electricity,H201,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R739,,R739,M11,20011902631,2003,functioning,not_applicable,in_use,unknown,electricity,H201,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R740,,R740,M19,5000014,1996,unservicable,dead,not_in_use,unknown,electricity,H202,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R741,,R741,M19,61000093,1999,functioning,not_applicable,in_use,unknown,electricity,H203,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R742,,R742,M19,61000163,1995,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H204,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R743,,R743,M11,20011902054,2004,functioning,not_applicable,in_use,unknown,electricity,H205,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R744,,R744,M65,88183215,2007,functioning,not_applicable,in_use,unknown,electricity,H205,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R745,,R745,M51,22500163,2006,functioning,not_applicable,in_use,unknown,unknown,H206,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R746,,R746,M19,78,1998,unservicable,no_fuel,in_use,unknown,electricity,H206,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R747,,R747,M51,22500138,2001,functioning,not_applicable,in_use,unknown,unknown,H207,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R748,,R748,M60,1060741,2004,unservicable,needs_spare_parts,not_in_use,unknown,solar,H207,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R749,,R749,M51,22000216,2001,unservicable,no_fuel,in_use,unknown,unknown,H208,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R750,,R750,M19,3.90E+14,1999,functioning,not_applicable,in_use,unknown,electricity,H345,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R751,,R751,M19,6320046,1990,unservicable,dead,not_in_use,unknown,electricity,H371,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R752,,R752,M19,MZ001,1990,unservicable,dead,not_in_use,unknown,electricity,H371,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R753,,R753,M51,64800080,1996,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H371,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R754,,R754,M51,40200001,1996,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H371,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R755,,R755,M51,64800113,1996,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H371,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R756,,R756,M52,22400044,1996,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H371,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R757,,R757,M52,22400132,1996,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H371,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R758,,R758,M19,MZ002,1990,unservicable,dead,not_in_use,unknown,electricity,H371,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R759,,R759,M31,3356,1995,unservicable,dead,not_in_use,unknown,unknown,H371,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R760,,R760,M5,9461034,2010,functioning,not_applicable,in_use,unknown,solar,H345,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R761,,R761,M11,20011901969,2011,functioning,not_applicable,in_use,unknown,electricity,H367,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R762,,R762,M51,50933345,1996,unservicable,not_applicable,not_in_use,unknown,unknown,H346,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R763,,R763,M49,328A50067,2005,unservicable,needs_spare_parts,not_in_use,unknown,solar,H141,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R764,,R764,M55,3334,2002,functioning,not_applicable,in_use,unknown,unknown,H143,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R765,,R765,M34,9431954,2010,functioning,not_applicable,not_in_use,unknown,electricity,H143,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R766,,R766,M5,9431956,2010,functioning,no_fuel,in_use,unknown,solar,H144,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R767,,R767,M52,61000076,1997,unservicable,dead,not_in_use,unknown,unknown,H144,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R768,,R768,M55,9420738,2010,awaiting_repair,needs_spare_parts,not_in_use,unknown,unknown,H145,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R769,,R769,M19,3330,2002,functioning,not_applicable,in_use,unknown,electricity,H145,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R770,,R770,M5,9431926,2010,functioning,not_applicable,in_use,unknown,solar,H147,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R771,,R771,M52,33700038,2001,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H147,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R772,,R772,M49,328A50069,2008,functioning,not_applicable,in_use,unknown,solar,H148,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R773,,R773,M55,9420790,2010,unservicable,dead,not_in_use,unknown,unknown,H148,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R774,,R774,M51,22500231,2001,functioning,not_applicable,in_use,unknown,unknown,H149,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R775,,R775,M54,8020078,2005,functioning,not_applicable,in_use,unknown,unknown,H150,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R776,,R776,M52,5090039,2004,functioning,not_applicable,in_use,unknown,unknown,H151,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R777,,R777,M25,3294,2001,functioning,not_applicable,in_use,unknown,unknown,H152,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R778,,R778,M49,3284450049,2005,functioning,not_applicable,in_use,unknown,solar,H153,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R779,,R779,M55,9420788,2010,unservicable,no_finance,not_in_use,unknown,unknown,H153,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R780,,R780,M52,22000042,2005,functioning,not_applicable,in_use,unknown,unknown,H154,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R781,,R781,M55,2212064,2010,functioning,not_applicable,in_use,unknown,unknown,H155,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R782,,R782,M52,4900017,2008,functioning,no_fuel,in_use,unknown,unknown,H156,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R783,,R783,M51,4700248,2008,functioning,not_applicable,in_use,unknown,unknown,H157,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R784,,R784,M19,950246,2005,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H157,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R785,,R785,M67,AE98110115,1998,functioning,dead,in_use,unknown,electricity,H158,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R786,,R786,M19,CA852700331,2001,functioning,not_applicable,in_use,unknown,electricity,H158,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R787,,R787,M67,AE98130038,1998,awaiting_repair,not_applicable,not_in_use,unknown,electricity,H159,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R788,,R788,M19,AA06290935,2008,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H159,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R789,,R789,M19,B13730,1989,functioning,not_applicable,in_use,unknown,electricity,H159,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R790,,R790,M65,83418947,2001,unservicable,dead,not_in_use,unknown,electricity,H159,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R791,,R791,M8,2215055,2002,functioning,not_applicable,in_use,unknown,electricity,H159,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R792,,R792,M8,2215052,2002,functioning,not_applicable,in_use,unknown,electricity,H159,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R793,,R793,M11,20011902061,2001,functioning,not_applicable,in_use,unknown,electricity,H159,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R794,,R794,M11,20011901943,2001,functioning,not_applicable,in_use,unknown,electricity,H159,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R795,,R795,M11,20011304507,2001,unservicable,dead,not_in_use,unknown,electricity,H159,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R796,,R796,M11,20011902010,2001,unservicable,dead,not_in_use,unknown,electricity,H159,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R797,,R797,M58,2212135,2010,functioning,not_applicable,not_in_use,unknown,unknown,H159,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R798,,R798,M11,20011901976,2000,functioning,not_applicable,in_use,unknown,electricity,H555,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R799,,R799,M55,9420773,2010,functioning,not_applicable,in_use,unknown,unknown,H545,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R800,,R800,M58,2212124,2005,functioning,not_applicable,in_use,unknown,unknown,H536,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R801,,R801,M55,9420780,2010,functioning,not_applicable,in_use,unknown,unknown,H537,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R802,,R802,M54,80700020,1999,unservicable,dead,not_in_use,unknown,unknown,H537,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R803,,R803,M19,61000166,2000,functioning,not_applicable,in_use,unknown,electricity,H538,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R804,,R804,M19,61000143,2000,functioning,not_applicable,in_use,unknown,electricity,H539,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R805,,R805,M55,9420772,2010,functioning,not_applicable,in_use,unknown,unknown,H540,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R806,,R806,M31,3324,2000,unservicable,dead,not_in_use,unknown,unknown,H540,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R807,,R807,M35,6290381,1995,functioning,not_applicable,in_use,unknown,unknown,H541,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R808,,R808,M31,3177,2000,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H542,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R809,,R809,M31,3293,2000,functioning,not_applicable,in_use,unknown,unknown,H543,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R810,,R810,M8,2205041,2002,functioning,not_applicable,in_use,unknown,electricity,H510,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R811,,R811,M11,20011901991,2001,functioning,not_applicable,in_use,unknown,electricity,H510,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R812,,R812,M8,2215045,2002,unservicable,dead,not_in_use,unknown,electricity,H510,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R813,,R813,M11,20011901925,2000,functioning,not_applicable,in_use,unknown,electricity,H510,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R814,,R814,M65,88183206,2001,functioning,not_applicable,in_use,unknown,electricity,H510,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R815,,R815,M49,327A50011,2007,awaiting_repair,no_finance,in_use,unknown,solar,H511,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R816,,R816,M51,22500038,2008,functioning,not_applicable,in_use,unknown,unknown,H512,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R817,,R817,M52,61000119,1997,awaiting_repair,no_finance,in_use,unknown,unknown,H513,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R818,,R818,M31,3181,2000,functioning,not_applicable,in_use,unknown,unknown,H514,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R819,,R819,M49,328450074,2006,unservicable,no_fuel,not_in_use,unknown,solar,H474,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R820,,R820,M51,22500035,2005,functioning,not_applicable,in_use,unknown,unknown,H459,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R821,,R821,M58,9350944,2010,functioning,not_applicable,in_use,unknown,unknown,H460,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R822,,R822,M58,9401233,2010,functioning,not_applicable,in_use,unknown,unknown,H461,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R823,,R823,M54,30200009,2005,functioning,not_applicable,in_use,unknown,unknown,H461,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R824,,R824,M51,22500172,2010,functioning,not_applicable,in_use,unknown,unknown,H462,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R825,,R825,M59,88909,2007,unservicable,needs_spare_parts,not_in_use,unknown,solar,H462,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R826,,R826,M51,22500154,2003,functioning,not_applicable,in_use,unknown,unknown,H796,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R827,,R827,M31,3254,2000,functioning,not_applicable,in_use,unknown,unknown,H797,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R828,,R828,M61,921252311,2010,functioning,not_applicable,in_use,unknown,electricity,H798,,,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R829,,R829,M61,9401219,2010,functioning,not_applicable,in_use,unknown,electricity,H799,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R830,,R830,M61,941244,2010,functioning,not_applicable,in_use,unknown,electricity,H800,,,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R831,,R831,M51,22500030,2004,functioning,not_applicable,in_use,unknown,unknown,H801,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R832,,R832,M61,4161058,2010,functioning,not_applicable,in_use,unknown,electricity,H802,,,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R833,,R833,M61,9420963,2010,functioning,not_applicable,in_use,unknown,electricity,H803,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R834,,R834,M5,9411743,2010,functioning,not_applicable,in_use,unknown,solar,H805,,,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R835,,R835,M52,4400143,2003,functioning,not_applicable,in_use,unknown,unknown,H806,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R836,,R836,M26,328A50088,2004,awaiting_repair,not_applicable,in_use,unknown,solar,H807,,,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
