_id,_form_id,facility_id,facility_name,admin_region,Location_accuracy,Location_altitude,Location_latitude,Location_longitude,facility_type,facility_ownership,facility_population,facility_coverage,storage_type,delivery_type,electricity_source,grid_power_availability,gas_availability,kerosene_availability,solar_suitable_climate,solar_suitable_site,climate_zone,vaccine_supply_interval,vaccine_reserve_stock_requirement,vaccine_supply_mode,distance_to_supply,contact_name,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,_row_etag,_filter_type,_filter_value
438,,1015-0001,Muhuju Rural Hospital,Rumphi,,,-10.86681385,33.99756852,district_hospital,public,14269,10,delivery,both,grid,8_to_16,unknown,unknown,yes,yes,temperate,4,1,both,47,CRYTON NG'ONA,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
439,,1015-0002,Phwezi Private Clinic,Rumphi,,,-10.88769171,34.04436202,community_hospital,private,3561,100,delivery,both,grid,more_than_16,unknown,not_available,yes,yes,temperate,4,1,both,45,GONDWE,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
440,,1015-0003,Nzokoto Health Centre,Rumphi,,,-10.90774293,34.02723984,community_hospital,public,9500,100,delivery,both,grid,8_to_16,unknown,unknown,yes,yes,temperate,4,1,both,27,ELTON MKANDAWIRE,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
441,,1015-0004,Kasambara Health Centre,Rumphi,,,-10.77600478,34.03914617,community_hospital,private,5457,100,delivery,both,grid,more_than_16,unknown,unknown,no,yes,temperate,4,1,both,55,SYMON THOLE,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
442,,1015-0005,Lura Health Centre,Rumphi,,,-10.72637034,34.04417019,community_hospital,public,6940,100,delivery,both,grid,8_to_16,unknown,unknown,yes,yes,temperate,4,1,both,60,E. SELEMAN,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
443,,1015-0006,Livingstonia  Mission Hospital,Rumphi,,,-10.60372998,34.11077804,rural_hospital,faithbased,9309,10,delivery,both,grid,8_to_16,unknown,unknown,yes,yes,temperate,4,1,collected,45,WATSON MKANDAWIRE,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
444,,1015-0007,Luwich Health Centre,Rumphi,,,-10.68356062,34.19350488,community_hospital,faithbased,5359,100,delivery,both,grid,8_to_16,unknown,irregular,no,yes,temperate,4,1,both,50,TUSWIREGHE MKANDAWIRE,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
445,,1015-0008,Chitimba Health Centre,Rumphi,,,-10.59808892,34.17025893,community_hospital,public,5035,100,delivery,both,none,none,irregular,unknown,yes,yes,temperate,4,1,both,75,LUPAKISHO MWENIFUMBO,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
446,,1015-0009,Charo Health Centre,Rumphi,,,-9.597274393,34.21763564,community_hospital,faithbased,3118,100,delivery,both,none,none,unknown,unknown,no,yes,temperate,4,1,both,100,RINGOSTER NYIRENDA,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
447,,1015-0010,Mphomha Health Centre,Rumphi,,,-11.00665568,34.07316101,community_hospital,public,8266,100,delivery,both,none,none,unknown,available,yes,yes,temperate,4,1,both,41,ZONDIWE CHISI,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
448,,1015-0011,Nthenje Health Centre,Rumphi,,,-10.91818043,33.9881137,community_hospital,faithbased,4808,100,delivery,both,none,none,not_available,not_available,yes,yes,temperate,4,1,collected,24,JOHN W. MUNTHALI,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
449,,1015-0012,Katowo Rural Hospital,Rumphi,,,-10.81312042,33.52219536,district_hospital,public,11240,10,delivery,both,grid,fewer_than_4,unknown,unknown,no,yes,temperate,4,1,both,78,BENTRY H. KUWALE,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
450,,1015-0013,Thazima Health Centre,Rumphi,,,-10.82981475,33.59251919,community_hospital,public,2657,100,delivery,both,none,none,not_available,unknown,no,yes,temperate,4,1,both,60,THENGO MILANZI,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
451,,1015-0014,Mwazisi Health Centre,Rumphi,,,-10.94389013,33.57881584,community_hospital,public,17087,100,delivery,both,none,none,unknown,unknown,yes,yes,temperate,4,1,both,46,VERSON L. CHENJE,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
452,,1015-0015,Bolero Rural Hospital,Rumphi,,,-10.97854106,33.74318154,district_hospital,public,41505,10,delivery,both,grid,fewer_than_4,unknown,unknown,yes,yes,temperate,4,1,both,10,SHUBERT MZEMBE,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
453,,1015-0016,St Patricks Health Centre,Rumphi,,,-11.02293173,33.87322025,community_hospital,faithbased,4225,100,delivery,both,grid,fewer_than_4,unknown,unknown,yes,yes,temperate,3,1,collected,10,M. CHITANDA,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
454,,1015-0017,Mulowe Health Centre,Rumphi,,,-10.76431197,34.19498286,community_hospital,faithbased,6859,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,100,LASTON CHIUMIA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
455,,1015-0018,Jalawe  Health Centre,Rumphi,,,-10.73060239,34.1615119,community_hospital,public,5171,100,delivery,none,none,none,unknown,available,yes,yes,temperate,4,1,delivered,50,AUSTIN KUMWENDA,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
456,,1015-0019,Zunga Health Centre,Rumphi,,,-10.8462757,34.21233926,community_hospital,faithbased,2040,100,delivery,both,none,none,unknown,not_available,yes,yes,temperate,4,1,collected,10,SAMBO M. KONDOWE,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
457,,1015-0020,Rumphi District Hospital,Rumphi,,,-11.01928951,33.85341057,central_hospital,public,24653,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,3,1,both,0.005,ALFRED A. CHIWAKA,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
458,,1015-0021,Rumphi District Vaccine Store,Rumphi,,,-11.01928822,33.85386824,regional_vaccine_store,public,194707,100,depot,none,grid,more_than_16,unknown,unknown,yes,yes,temperate,4,1,both,60,ALFRED A. CHIWAKA,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
459,,1016-0002,Dziwe,Balaka,,,-15.10277748,35.13692845,dispensary,public,9980,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,10,A .MDOKA,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
460,,1016-0003,Utale  2,Balaka,,,-15.16989099,35.07246716,community_hospital,faithbased,14872,100,delivery,both,grid,more_than_16,irregular,not_available,yes,yes,temperate,4,1,collected,40,LESTER P.KASOMALE,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
461,,1016-0004,Utale 1,Balaka,,,-10.65913114,35.02767461,community_hospital,faithbased,16727,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,35,AUSTIN MALOLA,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
462,,1016-0005,Phimbi,Balaka,,,-15.25081757,35.10728587,community_hospital,public,21333,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,57,LACKSON MAGOMBO,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
463,,1016-0006,Phalula,Balaka,,,-15.22553498,34.89326184,community_hospital,faithbased,21850,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,41,PATRICK BONONGWE,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
464,,1016-0007,Kankao,Balaka,,,-15.05486554,34.92227598,community_hospital,faithbased,24479,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,15,FATIMA RENSO,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
465,,1016-0008,Mbera,Balaka,,,-14.91066431,35.05348805,community_hospital,public,48960,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,7,ALI MAKWINJA,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
466,,1016-0009,Kalembo,Balaka,,,-14.84272818,35.17067184,community_hospital,public,42628,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,40,CHRISTINA CHIPUTULA,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
467,,1016-0010,Balaka,Balaka,,,-14.9843688,34.95002703,central_hospital,public,77981,10,delivery,both,grid,8_to_16,not_available,not_available,yes,yes,temperate,4,1,collected,190,MC NEIL MALUNGA,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
468,,1016-0011,Balaka,Balaka,,,-14.9843688,34.95002703,regional_vaccine_store,public,349121,100,depot,static,grid,more_than_16,irregular,not_available,yes,yes,temperate,4,1,collected,127,MC NEIL MALUNGA,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
469,,1016-0012,Ulongwe,Balaka,,,-14.86207806,35.17687569,community_hospital,faithbased,15351,100,delivery,both,grid,fewer_than_4,not_available,not_available,yes,yes,temperate,4,1,delivered,57,MEXTON MANYOZO,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
470,,1016-0013,Namanolo,Balaka,,,-15.00068426,35.19003156,community_hospital,public,28002,100,delivery,both,grid,8_to_16,not_available,not_available,yes,yes,temperate,4,1,delivered,28,FEBBIE TAULO,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
471,,1016-0014,Nandumbo,Balaka,,,-14.85172724,35.2254851,community_hospital,public,13866,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,96,EULALIA LIKAMBALE,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
472,,1016-0015,Mwima,Balaka,,,-14.92964177,35.18493314,dispensary,public,26350,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,40,ELLA WELLOS,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
473,,1016-0016,Kwitanda,Balaka,,,-15.06484099,35.09286278,community_hospital,public,16899,100,delivery,both,none,none,unknown,available,yes,yes,temperate,4,1,delivered,16,MAXWELL KADZILAWE,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
474,,1016-0017,Chendausiku,Balaka,,,-15.0186185,35.07650437,community_hospital,public,12730,100,delivery,both,none,none,irregular,not_available,yes,yes,temperate,4,1,delivered,11,W.E. MUHAMA,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
475,,1017-0000,Machinga Hospital,Machinga,,,-15.06229731,35.22618947,central_hospital,public,38740,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,1,1,collected,0,ERNEST LIKAMBALE,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
476,,1017-0001,Machinga District Vaccine Store,Machinga,,,-15.06229731,35.22618947,regional_vaccine_store,public,532784,100,depot,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,120,L.M. NAMANULI,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
477,,1017-0002,Namandanje Parish Health Centre,Machinga,,,-14.88197014,35.48311152,community_hospital,faithbased,18560,100,delivery,both,grid,more_than_16,not_available,available,yes,yes,temperate,4,1,both,58,FASHION MOLLEN,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
478,,1017-0003,Ntaja,Machinga,,,-14.86826467,35.52951658,community_hospital,public,38000,100,delivery,both,grid,more_than_16,unknown,unknown,yes,yes,temperate,4,1,both,50,ALEX MAFERANO,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
479,,1017-0004,Chamba,Machinga,,,-15.20240435,35.42132237,community_hospital,public,24111,100,delivery,both,grid,8_to_16,not_available,available,yes,yes,temperate,4,1,both,49,AMAN USMAN,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
480,,1017-0005,Mposa,Machinga,,,-15.14886823,35.51869443,community_hospital,faithbased,18347,100,delivery,both,none,none,not_available,available,no,yes,temperate,4,1,both,49,NELSON KAMBONA,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
481,,1017-0006,Mpheta Health Post,Machinga,,,-15.22442601,35.4893819,dispensary,public,12827,100,delivery,none,none,none,not_available,irregular,yes,yes,temperate,4,1,both,25,FABIAN W. SELEVANSIO,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
482,,1017-0007,Gawanani Health Centre,Machinga,,,-15.22385812,35.20300587,community_hospital,faithbased,8849,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,both,27,FREDRICK MAILOSI,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
483,,1017-0008,Ngokwe Health Centre,Machinga,,,-14.70703632,35.80154868,community_hospital,public,33097,100,delivery,both,none,none,unknown,available,yes,yes,temperate,4,1,delivered,101,LAMECK MALIWATA,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
484,,1017-0009,Chimbira Health Post,Machinga,,,-14.60484991,35.80590721,dispensary,public,7462,100,delivery,both,none,none,unknown,available,yes,yes,temperate,4,1,delivered,15,W. PALICHINA,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
485,,1017-0010,Chikweo Health Centre,Machinga,,,-14.7646386,35.6684252,community_hospital,public,72186,100,delivery,both,grid,8_to_16,not_available,available,yes,yes,temperate,4,1,both,92,ZUZE STEVEN,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
486,,1017-0011,Chipolonga,Machinga,,,-14.85542689,35.68550085,dispensary,public,27468,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,delivered,120,ACID C. AJIDA,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
487,,1017-0012,Zumulu Health Post,Machinga,,,-15.07993522,35.4964874,dispensary,public,11211,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,10,FELIX PHIRI,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
488,,1017-0013,Mlomba Health Centre,Machinga,,,-15.01908844,35.47709595,community_hospital,public,16959,100,delivery,both,grid,fewer_than_4,not_available,not_available,yes,yes,temperate,4,1,both,30,BESTONE,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
489,,1017-0014,Nainunje Health Centre,Machinga,,,-14.74052304,35.56527637,community_hospital,public,17736,100,delivery,both,grid,8_to_16,not_available,not_available,yes,yes,temperate,4,1,both,78,ALFRED MDOKA,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
490,,1017-0015,Mpiri Health Centre,Machinga,,,-14.77288399,35.60612337,community_hospital,faithbased,23597,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,86,ROSE MUKWIKWI,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
491,,1017-0016,Chisuwi Health Post,Machinga,,,-14.96873687,35.45759609,dispensary,public,15659,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,both,13,MOFOLO SALIKUCHEPA,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
492,,1017-0017,Nyambi Health Centre,Machinga,,,-14.6900998,35.57245441,community_hospital,public,27224,100,delivery,both,grid,fewer_than_4,not_available,not_available,yes,yes,temperate,4,1,both,85,AARON CHAUYA,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
493,,1017-0018,Mkwepere Health Centre,Machinga,,,-14.60294434,35.63637206,community_hospital,public,11571,100,delivery,both,none,none,not_available,not_available,no,yes,temperate,4,1,both,96,BRIGHT M. KHUMBANYIWA,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
494,,1017-0019,Mwitiya Health Post,Machinga,,,-14.63255448,35.72889318,dispensary,public,5671,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,13,JIMMY BAKALI,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
495,,1017-0020,Lifune Health Centre,Machinga,,,-14.69512572,35.70627524,community_hospital,private,4792,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,12,DEVISON C. KAZEMBE,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
496,,1017-0021,Kawinga Health Centre,Machinga,,,-14.85477444,35.57207211,community_hospital,public,23027,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,both,70,NYSON KAPITE,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
497,,1017-0022,Chitundu Health Post,Machinga,,,-14.91645735,35.65092075,dispensary,public,10562,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,delivered,97,ISAAC MPONDA,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
498,,1017-0023,Nsanama Health Centre,Machinga,,,-14.99477474,35.4947993,community_hospital,faithbased,37096,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,62,EDWARD GONDWE,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
499,,1017-0024,Namanja Health Centre,Machinga,,,-14.96480336,35.6793235,community_hospital,public,28987,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,130,IGNASIO SILLAH,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
500,,1017-0025,Likhonyowa Health Post,Machinga,,,-14.95927226,35.7903434,dispensary,public,4800,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,both,7,MIKE MPANDO,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
501,,1017-0026,Nayuchi Health Centre,Machinga,,,-14.9754983,35.87640889,community_hospital,public,14407,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,both,38,JIMMY NYALAPA,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
502,,1017-0027,Chapusa Health Post,Machinga,,,-14.94161786,35.61373259,dispensary,public,6764,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,7,HENRY ALFANDIKA,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
503,,1017-0028,Mbanira Health Post,Machinga,,,-14.9754871,35.60388452,dispensary,public,12049,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,both,15,JAMES CHIKAONDA,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
504,,1017-0029,Ntholowa Health Centre,Machinga,,,-14.99519429,35.5731673,community_hospital,faithbased,10464,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,46,MC LAWRENCE JONNAS,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
505,,1017-0030,Mbonechera Dispensary,Machinga,,,-14.88930567,35.47810501,health_center,public,9323,100,delivery,both,none,none,not_available,irregular,yes,yes,temperate,4,1,collected,1,JAMBO KAMWANA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
506,,1017-0031,Mangamba Health Centre,Machinga,,,-14.79141386,35.43656173,community_hospital,public,20205,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,62,ENOCK MDALA,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
507,,1017-0032,Chikuluma Health Post,Machinga,,,-14.75409665,35.34277578,dispensary,public,4455,100,delivery,both,none,none,not_available,not_available,yes,yes,temperate,4,1,collected,15,MOSES J. MPHATSO,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
508,,1017-0033,Molipa Health Post,Machinga,,,-15.05072336,35.39220253,dispensary,public,12635,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,21,LEMAN WAYESI,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
509,,1017-0034,Machinga Health Centre,Machinga,,,-15.17747795,35.29550007,community_hospital,public,16558,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,19,FLOSSY MAKIRIKA,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
510,,1018-0000,Mangochi District Vaccine Store,Mangochi,,,-14.4792851,35.26413119,regional_vaccine_store,public,885355,100,depot,none,grid,more_than_16,not_available,available,yes,yes,temperate,4,1,collected,198,I.H NDELEMA,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
511,,1018-0001,Mangochi,Mangochi,,,-13.66225226,34.85745524,dispensary,public,11950,100,delivery,both,none,none,not_available,not_available,yes,yes,temperate,4,1,delivered,130,RAJABU ALI,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
512,,1018-0002,Lulanga,Mangochi,,,-13.68487458,34.91671452,community_hospital,faithbased,18189,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,121,UMALI AIDI,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
513,,1018-0003,Makanjira,Mangochi,,,-13.71256666,35.04625873,community_hospital,public,35098,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,108,EPHRAIM MITEPA,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
514,,1018-0004,Lugola,Mangochi,,,-13.95875003,35.14195,community_hospital,faithbased,17321,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,75,THOMAS BILLY,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
515,,1018-0005,Kadango,Mangochi,,,-14.05953942,35.18557613,community_hospital,public,8837,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,60,ETHEL SUSUWELE,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
516,,1018-0006,Namalaka,Mangochi,,,-14.12118485,35.19239427,community_hospital,faithbased,10632,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,51,ENOCK G. CHITULU,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
517,,1018-0007,Lungwena,Mangochi,,,-14.24202111,35.26613668,community_hospital,public,33449,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,39,WELLINGTON MKWEZA,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
518,,1018-0008,St Martin,Mangochi,,,-14.34503161,35.29374834,rural_hospital,faithbased,30829,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,21,MAMBO AMIN,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
519,,1018-0009,Mase,Mangochi,,,-14.57773754,35.36327579,community_hospital,faithbased,32000,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,36,E.MCHANZA,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
520,,1018-0010,Malombe,Mangochi,,,-14.62788605,35.34844579,community_hospital,public,17766,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,39,KONDWANI K PHIRI,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
521,,1018-0011,Chiunda,Mangochi,,,-14.77492638,35.43827183,health_center,public,32000,100,delivery,both,none,none,not_available,not_available,yes,yes,temperate,4,1,delivered,65,CEADRECK SOKOLUKU,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
522,,1018-0012,Muli Bwanji,Mangochi,,,-14.50861762,35.58710031,rural_hospital,faithbased,6384,10,delivery,both,grid,more_than_16,not_available,not_available,no,yes,temperate,4,1,delivered,75,JESSIE MCHEMO,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
523,,1018-0013,Sinyala,Mangochi,,,-14.58121293,35.57545197,community_hospital,public,18355,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,81,AFERA SUMSON,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
524,,1018-0014,Mbalama,Mangochi,,,-14.71174088,35.49762157,dispensary,public,18717,100,delivery,none,none,none,irregular,not_available,yes,yes,temperate,4,1,delivered,165,MATHEWS CHITAWO,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
525,,1018-0015,Mkumba,Mangochi,,,-14.59191539,35.52439953,community_hospital,public,22657,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,20,BIDWIN KADZIWENI,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
526,,1018-0016,Namangalamu,Mangochi,,,-14.47842504,35.67210765,community_hospital,public,23974,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,85,AFIYA YAMBANI,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
527,,1018-0017,Nancholi,Mangochi,,,-14.47571238,35.58593041,health_center,public,14956,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,65,ANTHONY D KHAUKE,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
528,,1018-0018,Chiponde,Mangochi,,,-14.37090378,35.60088209,health_center,public,11738,100,delivery,both,grid,more_than_16,not_available,not_available,no,yes,temperate,4,1,delivered,52,ANDREW GWALE,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
529,,1018-0019,Sister Martha,Mangochi,,,-14.3825333,35.53484757,community_hospital,faithbased,11127,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,40,ALICK GAGA,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
530,,1018-0020,Mangochi,Mangochi,,,-14.4792851,35.26413119,central_hospital,public,75239,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,0.002,I .H NDALEMA,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
531,,1018-0021,Namwera,Mangochi,,,-14.36098891,35.50157784,community_hospital,public,15977,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,45,JOHN MKOMBE,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
532,,1018-0022,Jalasi,Mangochi,,,-14.36026732,35.44174166,community_hospital,public,25504,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,31,ESMEY WHITE,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
533,,1018-0023,Iba,Mangochi,,,-14.304328,35.39624679,health_center,public,19338,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,31,JOHN BOUL MATOPE,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
534,,1018-0024,Kukalanga,Mangochi,,,-14.63469728,35.17946935,community_hospital,public,33583,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,20,E KAMANGA,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
535,,1018-0025,Maleta,Mangochi,,,-13.9267069,35.26287994,dispensary,public,3483,100,delivery,both,none,none,not_available,not_available,yes,yes,temperate,4,1,delivered,109,HALORD SAULOS,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
536,,1018-0026,Ngapani Health Centre Private,Mangochi,,,-14.02847873,35.33679155,community_hospital,private,12586,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,84,FRANK MFUNDENJI/OWEN ASSAN/YONASI MASIKIYA,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
537,,1018-0027,Katuli Health Centre,Mangochi,,,-14.17724187,35.44389067,community_hospital,public,22731,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,65,MAISON CHABWERA,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
