_conflict_type,_default_access,_form_id,_group_modify,_group_privileged,_group_read_only,_id,_locale,_row_etag,_row_owner,_savepoint_creator,_savepoint_timestamp,_savepoint_type,_sync_state,facility_row_id,functional_status,maintenance_priority,model_row_id,power_source,reason_not_working,refrigerator_id,tracking_id,utilization,voltage_regulator,year_installed
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R256,default,uuid:afb6265f-82f2-4428-830a-76313ec8c281,,anonymous,2016-07-11T16:01:59.016000000,COMPLETE,new_row,H8,not_functioning,high,M19,electricity,"[""lack_of_power""]",R256,1400119,installed_not_in_use,unknown,2008
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R255,default,uuid:0cd3ce1b-c785-4a69-a9a5-06b9e5c78f2f,,anonymous,2016-07-11T16:01:59.051000000,COMPLETE,new_row,H8,functioning,not_applicable,M11,electricity,"[""not_applicable""]",R255,20011902076,installed_in_use,unknown,2008
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R258,default,uuid:8adae23d-8d38-48af-8356-0c46ee35d9a0,,anonymous,2016-07-11T16:01:59.019000000,COMPLETE,new_row,H605,not_functioning,medium,M11,electricity,"[""needs_spare_parts""]",R258,83418997,not_installed_waiting_for_installation,unknown,2003
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R257,default,uuid:6c3021e0-8e7e-4f51-bf16-7df7da787a04,,anonymous,2016-07-11T16:01:59.017000000,COMPLETE,new_row,H605,not_functioning,medium,M49,solar,"[""needs_spare_parts""]",R257,328A50077,installed_not_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R275,default,uuid:5b6797ae-dd85-4b86-b7b2-f427ca87fba5,,anonymous,2016-07-11T16:01:59.019000000,COMPLETE,new_row,H619,functioning,not_applicable,M53,unknown,"[""not_applicable""]",R275,22500019,installed_in_use,unknown,2008
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R273,default,uuid:76493f2c-16b0-4675-b798-383bc2e5d7e8,,anonymous,2016-07-11T16:01:59.016000000,COMPLETE,new_row,H618,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R273,102215,installed_in_use,unknown,2013
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R274,default,uuid:2186dd69-a191-4997-b812-66434ed98c2c,,anonymous,2016-07-11T16:01:59.017000000,COMPLETE,new_row,H618,functioning,medium,M67,electricity,"[""needs_spare_parts""]",R274,96290064,installed_not_in_use,unknown,2004
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R271,default,uuid:21762543-7395-4e2f-96fb-978f7e5c3333,,anonymous,2016-07-11T16:01:59.049000000,COMPLETE,new_row,H617,functioning,not_applicable,M52,unknown,"[""not_applicable""]",R271,20011902013,installed_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R272,default,uuid:b7194ade-1ced-4730-8a0f-af63c34a4a48,,anonymous,2016-07-11T16:01:59.051000000,COMPLETE,new_row,H617,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R272,102235,installed_in_use,unknown,2014
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R270,default,uuid:8eb0cc5b-b01b-49bc-b965-2101390c9d64,,anonymous,2016-07-11T16:01:59.047000000,COMPLETE,new_row,H616,functioning,not_applicable,M54,unknown,"[""not_applicable""]",R270,80200054,installed_in_use,unknown,2003
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R269,default,uuid:da37ba6b-b6bc-4ae9-825f-9d90c86a34f8,,anonymous,2016-07-11T16:01:59.044000000,COMPLETE,new_row,H615,functioning,not_applicable,M52,unknown,"[""not_applicable""]",R269,42100037,installed_in_use,unknown,2003
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R268,default,uuid:677f06be-7a53-46b2-912d-555008a1845c,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H614,functioning,not_applicable,M34,electricity,"[""not_applicable""]",R268,9491989,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R267,default,uuid:320f13ed-55d8-43d5-aea0-58b3449b1405,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H613,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R267,ZA005,installed_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R266,default,uuid:3237d259-dfca-430f-b2e3-056ffd3d601c,,anonymous,2016-07-11T16:01:59.035000000,COMPLETE,new_row,H613,functioning,not_applicable,M25,unknown,"[""not_applicable""]",R266,3336,installed_in_use,unknown,2015
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R240,default,uuid:10742f63-0962-4372-b0d5-551f52644f11,,anonymous,2016-07-11T16:01:59.017000000,COMPLETE,new_row,H222,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R240,81012343,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R241,default,uuid:4af3cdc5-480e-4824-8e41-2206ea4e5281,,anonymous,2016-07-11T16:01:59.019000000,COMPLETE,new_row,H223,functioning,not_applicable,M58,unknown,"[""not_applicable""]",R241,94201277,installed_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,R242,default,uuid:7782998e-e798-4dab-8bbc-e14d2d2595b3,,anonymous,2016-07-11T16:01:59.022000000,COMPLETE,new_row,H371,not_functioning,high,M19,electricity,"[""lack_of_power""]",R242,14400030,installed_not_in_use,unknown,1996
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R900,default,uuid:6832ed57-ee48-425c-adc4-da1b3b89c484,,anonymous,2016-07-11T16:01:59.023000000,COMPLETE,new_row,H585,functioning,not_applicable,M51,unknown,"[""not_applicable""]",R900,22500140,installed_in_use,unknown,2007
,HIDDEN,,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,R243,default,uuid:c62004b4-e648-4c98-91dd-acb9df74727f,,anonymous,2016-07-11T16:01:59.023000000,COMPLETE,new_row,H344,functioning,not_applicable,M58,unknown,"[""not_applicable""]",R243,9401248,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R901,default,uuid:8ba70af4-abb7-4eaa-829f-0c2585ff4fd2,,anonymous,2016-07-11T16:01:59.025000000,COMPLETE,new_row,H585,not_functioning,medium,M39,solar,"[""needs_spare_parts""]",R901,124,installed_not_in_use,unknown,1997
,HIDDEN,,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,R902,default,uuid:e9dc531d-2c85-4b34-9dda-258bcc8cae0b,,anonymous,2016-07-11T16:01:59.027000000,COMPLETE,new_row,H575,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R902,1409,installed_in_use,unknown,1998
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R903,default,uuid:ea6a9612-5192-4203-a23f-3914a8a4e5ac,,anonymous,2016-07-11T16:01:59.029000000,COMPLETE,new_row,H161,functioning,not_applicable,M8,electricity,"[""not_applicable""]",R903,2215059,installed_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R904,default,uuid:494d21f7-3989-41b5-abce-c99fa4f9f305,,anonymous,2016-07-11T16:01:59.031000000,COMPLETE,new_row,H161,functioning,not_applicable,M15,electricity,"[""not_applicable""]",R904,20011902021,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R905,default,uuid:573d9875-2a01-45b9-acbb-3202bdfae6df,,anonymous,2016-07-11T16:01:59.033000000,COMPLETE,new_row,H161,functioning,not_applicable,M15,electricity,"[""not_applicable""]",R905,20011901924,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R906,default,uuid:b8b7d0bb-54be-45a9-81bd-c2dcc955d02c,,anonymous,2016-07-11T16:01:59.035000000,COMPLETE,new_row,H161,functioning,not_applicable,M65,electricity,"[""not_applicable""]",R906,91032491,installed_in_use,unknown,2006
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R907,default,uuid:88d7a8e1-df8d-4051-9a62-db3a74d10dd4,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H161,functioning,not_applicable,M15,electricity,"[""not_applicable""]",R907,3613818,installed_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R908,default,uuid:72d2138c-a734-4149-ad45-4253e789b843,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H161,not_functioning,low,M8,electricity,"[""lack_of_tech_availability""]",R908,2215046,installed_not_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R909,default,uuid:0210d986-1e13-4843-9d2a-c6774f46c955,,anonymous,2016-07-11T16:01:59.044000000,COMPLETE,new_row,H161,functioning,not_applicable,M47,unknown,"[""not_applicable""]",R909,9401208,not_installed_waiting_for_installation,unknown,2015
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R234,default,uuid:3b674674-7242-4c6a-a692-0e7f99312d9a,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H218,functioning,not_applicable,M51,unknown,"[""not_applicable""]",R234,10100089,installed_in_use,unknown,2003
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R233,default,uuid:cfffce75-df41-4447-b9c7-a9997ebf27df,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H217,not_functioning,medium,M51,unknown,"[""needs_spare_parts""]",R233,30600063,installed_in_use,unknown,2003
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R236,default,uuid:93258df9-3c04-4d85-8a62-3d99da03bfe1,,anonymous,2016-07-11T16:01:59.047000000,COMPLETE,new_row,H219,functioning,not_applicable,M52,unknown,"[""not_applicable""]",R236,11400142,installed_in_use,unknown,2007
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R235,default,uuid:27a5d13a-bed4-4881-98ff-e88cc07f45ce,,anonymous,2016-07-11T16:01:59.044000000,COMPLETE,new_row,H218,not_functioning,high,M60,solar,"[""lack_of_power""]",R235,LL026,installed_not_in_use,unknown,2006
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R238,default,uuid:b192f1f6-53d1-4770-9d83-8513aa070003,,anonymous,2016-07-11T16:01:59.051000000,COMPLETE,new_row,H220,functioning,not_applicable,M34,electricity,"[""not_applicable""]",R238,9411756,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R237,default,uuid:c95e40ac-f7ed-45c8-800b-9158e6683bfe,,anonymous,2016-07-11T16:01:59.049000000,COMPLETE,new_row,H220,not_functioning,high,M51,unknown,"[""lack_of_power""]",R237,22500001,installed_not_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R239,default,uuid:38384a71-d895-4be7-9577-de77a7bdf214,,anonymous,2016-07-11T16:01:59.016000000,COMPLETE,new_row,H221,functioning,not_applicable,M52,unknown,"[""not_applicable""]",R239,22400074,installed_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R250,default,uuid:61ef049b-eb8a-4d0d-b487-560ceaee2299,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H5,not_functioning,low,M52,unknown,"[""awaiting_decomissioning""]",R250,22400099,installed_not_in_use,unknown,2009
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R253,default,uuid:61ef8e02-4ad2-4329-bdbe-2a281a4dd9a6,,anonymous,2016-07-11T16:01:59.047000000,COMPLETE,new_row,H7,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R253,3359,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R254,default,uuid:549d2991-7425-417e-8bf6-a1837bd32ad3,,anonymous,2016-07-11T16:01:59.049000000,COMPLETE,new_row,H8,functioning,not_applicable,M55,unknown,"[""not_applicable""]",R254,9420803,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R251,default,uuid:5f5eb164-6506-4875-ab4e-76dccd04f923,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H5,functioning,not_applicable,M49,solar,"[""not_applicable""]",R251,327A50034,installed_in_use,unknown,2007
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R252,default,uuid:ffd21e79-9af8-4712-9081-b2e4ef2531fd,,anonymous,2016-07-11T16:01:59.044000000,COMPLETE,new_row,H5,not_functioning,low,M58,unknown,"[""awaiting_decomissioning""]",R252,9401237,not_installed_waiting_for_installation,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R247,default,uuid:56e1e012-0695-4ca5-9023-4aff01ab6fbc,,anonymous,2016-07-11T16:01:59.031000000,COMPLETE,new_row,H1,functioning,not_applicable,M58,unknown,"[""not_applicable""]",R247,9401255,not_installed_waiting_for_installation,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R246,default,uuid:93630fdb-7947-41ef-85fc-ff5b0f12fdbf,,anonymous,2016-07-11T16:01:59.029000000,COMPLETE,new_row,H1,functioning,not_applicable,M55,unknown,"[""not_applicable""]",R246,9420767,not_installed_waiting_for_installation,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R245,default,uuid:be17e227-1ac0-440a-86d7-6b270c9954f1,,anonymous,2016-07-11T16:01:59.027000000,COMPLETE,new_row,H1,functioning,not_applicable,M55,unknown,"[""not_applicable""]",R245,9420750,not_installed_waiting_for_installation,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R244,default,uuid:df2082a0-2e0f-4241-985a-aa368beb8bc2,,anonymous,2016-07-11T16:01:59.025000000,COMPLETE,new_row,H1,not_functioning,medium,M55,unknown,"[""needs_spare_parts""]",R244,9420758,not_installed_waiting_for_installation,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R249,default,uuid:3b581a70-5b7b-4990-b833-146543c7a72c,,anonymous,2016-07-11T16:01:59.035000000,COMPLETE,new_row,H4,not_functioning,low,M31,unknown,"[""awaiting_decomissioning""]",R249,3357,installed_in_use,unknown,2007
,HIDDEN,,GROUP_REGION_CENTRAL_EAST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R248,default,uuid:46442989-8bf7-4e5f-b9ac-6ccdec94b3e4,,anonymous,2016-07-11T16:01:59.033000000,COMPLETE,new_row,H3,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R248,3203,installed_in_use,unknown,2009
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R928,default,uuid:d05fec63-d0a8-4612-97bb-36097f73fbe3,,anonymous,2016-07-11T16:01:59.049000000,COMPLETE,new_row,H170,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R928,922,installed_in_use,unknown,1997
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R927,default,uuid:dee053ea-1141-4812-b405-1edf676ef8f7,,anonymous,2016-07-11T16:01:59.047000000,COMPLETE,new_row,H169,not_functioning,high,M25,unknown,"[""lack_of_power""]",R927,3228,installed_not_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R929,default,uuid:7805b44f-dcca-4652-917d-0bd7a922297c,,anonymous,2016-07-11T16:01:59.051000000,COMPLETE,new_row,H171,functioning,not_applicable,M5,solar,"[""not_applicable""]",R929,9411757,installed_in_use,unknown,2006
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R924,default,uuid:f7bbd3e2-19a6-4acd-b309-b43c6dd19d07,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H169,functioning,not_applicable,M34,electricity,"[""not_applicable""]",R924,9431950,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R923,default,uuid:f0b8c448-ad8f-414f-bfc3-1a051198728b,,anonymous,2016-07-11T16:01:59.035000000,COMPLETE,new_row,H167,not_functioning,low,M51,unknown,"[""lack_of_tech_availability""]",R923,50900029,installed_not_in_use,unknown,2009
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R926,default,uuid:d5822137-3bf4-4084-8b85-764e6fc972b7,,anonymous,2016-07-11T16:01:59.044000000,COMPLETE,new_row,H169,functioning,not_applicable,M11,electricity,"[""not_applicable""]",R926,20011901994,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R925,default,uuid:41bc724e-4692-4b09-85c2-77d51630a5b8,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H169,not_functioning,not_applicable,M52,unknown,"[""not_applicable""]",R925,22400064,installed_not_in_use,unknown,2006
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R920,default,uuid:a586e41d-8445-4e36-893d-72fc4f20530f,,anonymous,2016-07-11T16:01:59.029000000,COMPLETE,new_row,H166,functioning,not_applicable,M51,unknown,"[""not_applicable""]",R920,2200048,installed_in_use,unknown,2012
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R922,default,uuid:6337ba9e-049b-4047-85d2-a4a19c251661,,anonymous,2016-07-11T16:01:59.033000000,COMPLETE,new_row,H167,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R922,200260,installed_in_use,unknown,2009
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R221,default,uuid:cc4f63da-5ab3-42a8-9e4d-d1426c1db532,,anonymous,2016-07-11T16:01:59.051000000,COMPLETE,new_row,H668,not_functioning,medium,M49,solar,"[""needs_spare_parts""]",R221,328A50076,installed_not_in_use,unknown,2013
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R921,default,uuid:78d680ea-8e97-4957-a21d-665cd554067f,,anonymous,2016-07-11T16:01:59.031000000,COMPLETE,new_row,H166,not_functioning,high,M25,unknown,"[""lack_of_power""]",R921,3237,installed_not_in_use,unknown,2013
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R220,default,uuid:732f49bd-8921-4951-9b2e-0c3d2c0c8429,,anonymous,2016-07-11T16:01:59.049000000,COMPLETE,new_row,H667,not_functioning,medium,M49,solar,"[""needs_spare_parts""]",R220,328450061,installed_not_in_use,unknown,2013
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R215,default,uuid:b3331720-d2a9-4056-b5ad-260c744c9909,,anonymous,2016-07-11T16:01:59.035000000,COMPLETE,new_row,H664,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R215,BT008,installed_in_use,unknown,2015
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R216,default,uuid:ffb6ba7f-7e93-4568-82d0-9a574de88ad3,,anonymous,2016-07-11T16:01:59.040000000,COMPLETE,new_row,H665,functioning,not_applicable,M51,unknown,"[""not_applicable""]",R216,22500042,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R217,default,uuid:c315a3f3-e00f-42d5-9d8c-4a8f8b4dae37,,anonymous,2016-07-11T16:01:59.042000000,COMPLETE,new_row,H665,not_functioning,medium,M49,solar,"[""needs_spare_parts""]",R217,327A50012,installed_not_in_use,unknown,2013
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R218,default,uuid:1c14e5fb-e0b6-4b9c-ab49-759db219659b,,anonymous,2016-07-11T16:01:59.044000000,COMPLETE,new_row,H666,functioning,not_applicable,M55,unknown,"[""not_applicable""]",R218,94208002,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R211,default,uuid:ca03f1f9-c9a4-4a7a-bef9-970ff2635052,,anonymous,2016-07-11T16:01:59.027000000,COMPLETE,new_row,H661,functioning,not_applicable,M58,unknown,"[""not_applicable""]",R211,9350943,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R212,default,uuid:2e6fedeb-a498-421a-83dd-66e6383de367,,anonymous,2016-07-11T16:01:59.029000000,COMPLETE,new_row,H662,functioning,not_applicable,M11,electricity,"[""not_applicable""]",R212,20011901954,installed_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R213,default,uuid:4b513a0b-3eea-482d-b423-0d31d0bdfd63,,anonymous,2016-07-11T16:01:59.031000000,COMPLETE,new_row,H662,functioning,not_applicable,M34,electricity,"[""not_applicable""]",R213,9431922,installed_in_use,unknown,2016
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R214,default,uuid:a4e4795d-8ac3-4381-9bf8-52608d17e7e9,,anonymous,2016-07-11T16:01:59.033000000,COMPLETE,new_row,H663,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R214,BT006,installed_in_use,unknown,2012
,HIDDEN,,GROUP_REGION_SOUTH_WEST,GROUP_ADMIN,GROUP_REGION_SOUTH,R219,default,uuid:0bcc71db-68ca-46d2-8633-ffdcaf9d1851,,anonymous,2016-07-11T16:01:59.047000000,COMPLETE,new_row,H667,functioning,high,M55,unknown,"[""lack_of_power""]",R219,9420778,installed_in_use,unknown,2011
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R919,default,uuid:b0ce1cc1-5d19-493f-86bd-2c87830f65e8,,anonymous,2016-07-11T16:01:59.027000000,COMPLETE,new_row,H165,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R919,3,installed_in_use,unknown,2015
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R918,default,uuid:6b4d4edc-8e4b-4d75-ab5c-36d0ff7806f0,,anonymous,2016-07-11T16:01:59.025000000,COMPLETE,new_row,H165,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R918,17478,installed_in_use,unknown,1999
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R917,default,uuid:948e999e-3c1b-42a0-8a6f-6d16d2f3a526,,anonymous,2016-07-11T16:01:59.023000000,COMPLETE,new_row,H164,not_functioning,medium,M31,unknown,"[""needs_spare_parts""]",R917,3180,installed_not_in_use,unknown,2009
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R916,default,uuid:3ef87bee-1deb-40d1-b6a1-5f0e58a1c955,,anonymous,2016-07-11T16:01:59.022000000,COMPLETE,new_row,H164,not_functioning,medium,M52,unknown,"[""needs_spare_parts""]",R916,22400068,installed_not_in_use,unknown,2012
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R915,default,uuid:5748d2bc-2bff-406f-a807-72ffcb274bca,,anonymous,2016-07-11T16:01:59.019000000,COMPLETE,new_row,H164,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R915,LL001,installed_in_use,unknown,2004
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R914,default,uuid:7323dc5a-d943-4d52-bc63-e2adeea902b5,,anonymous,2016-07-11T16:01:59.017000000,COMPLETE,new_row,H163,not_functioning,medium,M11,electricity,"[""needs_spare_parts""]",R914,20011902027,installed_not_in_use,unknown,2010
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R913,default,uuid:c5af9137-23fb-4dd9-ad3c-9733102a6df8,,anonymous,2016-07-11T16:01:59.016000000,COMPLETE,new_row,H163,functioning,not_applicable,M67,electricity,"[""not_applicable""]",R913,AE98130028,installed_in_use,unknown,2004
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R912,default,uuid:24a34989-7606-432c-975b-a357baeddbc0,,anonymous,2016-07-11T16:01:59.051000000,COMPLETE,new_row,H163,functioning,not_applicable,M5,solar,"[""not_applicable""]",R912,9411759,installed_in_use,unknown,2015
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R911,default,uuid:b0cdbe00-9a07-499e-b927-d535ff1c8efa,,anonymous,2016-07-11T16:01:59.049000000,COMPLETE,new_row,H162,functioning,not_applicable,M19,electricity,"[""not_applicable""]",R911,E003015,installed_in_use,unknown,2007
,HIDDEN,,GROUP_REGION_CENTRAL_WEST,GROUP_ADMIN,GROUP_REGION_CENTRAL,R232,default,uuid:1119de6e-b17a-4547-b96e-faf3cc9a1da8,,anonymous,2016-07-11T16:01:59.035000000,COMPLETE,new_row,H217,not_functioning,high,M60,solar,"[""lack_of_power""]",R232,3080128,installed_not_in_use,unknown,2003
