date_serviced,notes,refrigerator_id
2017-04-21T00:00:00.000000000,Seems to be in good condition,R1254
2017-07-23T00:00:00.000000000,,R1256
2016-10-25T00:00:00.000000000,Seems to be in good condition,R1258
2017-06-26T00:00:00.000000000,Seems to be in good condition,R1259
2017-07-10T00:00:00.000000000,Seems to be in good condition,R1261
2017-07-10T00:00:00.000000000,Nothing to report,R1262
2017-05-19T00:00:00.000000000,Faulty power supply was replaced,R1263
2017-05-25T00:00:00.000000000,,R1266
2017-05-27T00:00:00.000000000,Nothing to report,R1267
2017-04-22T00:00:00.000000000,Faulty power supply was replaced,R1268
2017-05-05T00:00:00.000000000,Nothing to report,R1269
2017-06-08T00:00:00.000000000,Faulty power supply was replaced,R1271
2015-05-30T00:00:00.000000000,Faulty power supply was replaced,R1272
2017-04-11T00:00:00.000000000,Seems to be in good condition,R1273
2014-12-11T00:00:00.000000000,Faulty power supply was replaced,R1274
2017-06-11T00:00:00.000000000,Nothing to report,R1275
2017-06-13T00:00:00.000000000,Nothing to report,R1276
2017-02-06T00:00:00.000000000,Seems to be in good condition,R1277
2017-04-14T00:00:00.000000000,Nothing to report,R1278
2017-03-27T00:00:00.000000000,,R1279
2017-06-28T00:00:00.000000000,,R1281
2017-07-28T00:00:00.000000000,Seems to be in good condition,R1282
2017-02-08T00:00:00.000000000,Faulty power supply was replaced,R1284
2017-04-22T00:00:00.000000000,Nothing to report,R1286
2017-07-27T00:00:00.000000000,Nothing to report,R1287
2017-06-06T00:00:00.000000000,,R1288
2017-03-20T00:00:00.000000000,Seems to be in good condition,R1289
2017-06-26T00:00:00.000000000,,R1290
2017-02-11T00:00:00.000000000,Seems to be in good condition,R1291
2017-04-12T00:00:00.000000000,Faulty power supply was replaced,R1292
2017-02-10T00:00:00.000000000,Faulty power supply was replaced,R1293
2017-04-07T00:00:00.000000000,Faulty power supply was replaced,R1295
2016-06-05T00:00:00.000000000,Nothing to report,R1296
2017-07-24T00:00:00.000000000,Faulty power supply was replaced,R1297
2014-11-26T00:00:00.000000000,,R1298
2017-04-30T00:00:00.000000000,Seems to be in good condition,R1299
2017-06-13T00:00:00.000000000,Seems to be in good condition,R1300
2015-01-30T00:00:00.000000000,Nothing to report,R1301
2017-03-30T00:00:00.000000000,Nothing to report,R1302
2017-05-25T00:00:00.000000000,Seems to be in good condition,R1304
2016-03-17T00:00:00.000000000,,R1305
2017-07-16T00:00:00.000000000,Nothing to report,R1307
2017-07-02T00:00:00.000000000,Faulty power supply was replaced,R1308
2017-02-08T00:00:00.000000000,Faulty power supply was replaced,R1310
2016-05-12T00:00:00.000000000,Seems to be in good condition,R1311
2017-03-04T00:00:00.000000000,Nothing to report,R1312
2017-02-13T00:00:00.000000000,Seems to be in good condition,R1313
2017-02-16T00:00:00.000000000,Nothing to report,R1314
2017-05-20T00:00:00.000000000,Nothing to report,R1315
2017-04-26T00:00:00.000000000,Seems to be in good condition,R1316
2017-03-26T00:00:00.000000000,,R1317
2017-03-25T00:00:00.000000000,Seems to be in good condition,R1318
2015-11-21T00:00:00.000000000,Nothing to report,R1319
2017-05-31T00:00:00.000000000,,R1320
2017-06-22T00:00:00.000000000,,R1321
2017-07-29T00:00:00.000000000,Faulty power supply was replaced,R1322
2017-02-13T00:00:00.000000000,,R1323
2015-05-10T00:00:00.000000000,Nothing to report,R1324
2017-04-08T00:00:00.000000000,,R1325
2017-03-06T00:00:00.000000000,Nothing to report,R1326
2016-10-11T00:00:00.000000000,Seems to be in good condition,R1327
2017-04-03T00:00:00.000000000,Nothing to report,R1328
2016-05-30T00:00:00.000000000,Seems to be in good condition,R1330
2017-02-11T00:00:00.000000000,Seems to be in good condition,R1334
2017-03-20T00:00:00.000000000,,R1335
2017-04-29T00:00:00.000000000,Faulty power supply was replaced,R1336
2017-04-03T00:00:00.000000000,,R1337
2017-04-07T00:00:00.000000000,Seems to be in good condition,R1339
2017-03-10T00:00:00.000000000,Seems to be in good condition,R1340
2017-02-07T00:00:00.000000000,Seems to be in good condition,R1341
2016-11-10T00:00:00.000000000,Faulty power supply was replaced,R1342
2017-02-25T00:00:00.000000000,,R1344
2017-07-24T00:00:00.000000000,Nothing to report,R1345
2017-02-27T00:00:00.000000000,,R1347
2017-03-08T00:00:00.000000000,Nothing to report,R1349
2017-05-31T00:00:00.000000000,,R1350
2017-03-05T00:00:00.000000000,,R1351
2017-02-07T00:00:00.000000000,Seems to be in good condition,R1352
2017-07-26T00:00:00.000000000,Seems to be in good condition,R1353
2017-04-05T00:00:00.000000000,Faulty power supply was replaced,R1354
2017-07-04T00:00:00.000000000,,R1355
2017-04-16T00:00:00.000000000,Nothing to report,R1356
2017-05-20T00:00:00.000000000,,R1357
2017-03-01T00:00:00.000000000,Faulty power supply was replaced,R1361
2017-07-12T00:00:00.000000000,Faulty power supply was replaced,R1363
2017-07-09T00:00:00.000000000,Seems to be in good condition,R1365
2016-07-13T00:00:00.000000000,,R1366
2017-06-25T00:00:00.000000000,,R1367
2015-05-21T00:00:00.000000000,,R1368
2017-03-01T00:00:00.000000000,Faulty power supply was replaced,R1370
2014-09-24T00:00:00.000000000,Faulty power supply was replaced,R1371
2017-03-07T00:00:00.000000000,,R1372
2017-01-19T00:00:00.000000000,Nothing to report,R1373
2017-02-14T00:00:00.000000000,Nothing to report,R1374
2016-07-08T00:00:00.000000000,,R1375
2017-06-10T00:00:00.000000000,Faulty power supply was replaced,R1376
2017-03-27T00:00:00.000000000,Faulty power supply was replaced,R1377
2017-02-06T00:00:00.000000000,Nothing to report,R1378
2017-02-19T00:00:00.000000000,,R1380
2017-07-07T00:00:00.000000000,Nothing to report,R1381
2017-05-24T00:00:00.000000000,Nothing to report,R1382
2017-02-17T00:00:00.000000000,Nothing to report,R1383
2017-06-30T00:00:00.000000000,Nothing to report,R1384
2017-03-20T00:00:00.000000000,Nothing to report,R1385
2017-02-22T00:00:00.000000000,Seems to be in good condition,R1386
2017-07-12T00:00:00.000000000,Faulty power supply was replaced,R1387
2017-04-07T00:00:00.000000000,Seems to be in good condition,R1390
2017-06-13T00:00:00.000000000,Faulty power supply was replaced,R1392
2017-07-12T00:00:00.000000000,Nothing to report,R1393
2017-03-09T00:00:00.000000000,,R1394
2017-03-28T00:00:00.000000000,Faulty power supply was replaced,R1395
2017-04-26T00:00:00.000000000,Nothing to report,R1396
2017-05-19T00:00:00.000000000,,R1397
2017-02-28T00:00:00.000000000,Seems to be in good condition,R1398
2017-05-30T00:00:00.000000000,,R1400
2017-07-08T00:00:00.000000000,Seems to be in good condition,R1401
2017-02-08T00:00:00.000000000,Nothing to report,R1403
2017-03-17T00:00:00.000000000,,R1404
2016-01-02T00:00:00.000000000,,R1405
2017-06-21T00:00:00.000000000,Nothing to report,R1406
2017-05-30T00:00:00.000000000,Seems to be in good condition,R1407
2015-04-25T00:00:00.000000000,Seems to be in good condition,R1408
2017-04-02T00:00:00.000000000,Nothing to report,R1411
2017-06-22T00:00:00.000000000,Nothing to report,R1412
2017-07-01T00:00:00.000000000,Nothing to report,R1413
2017-06-08T00:00:00.000000000,Nothing to report,R1416
2017-05-06T00:00:00.000000000,Nothing to report,R1418
2017-07-14T00:00:00.000000000,Nothing to report,R1419
2017-05-26T00:00:00.000000000,,R1421
2017-04-18T00:00:00.000000000,Seems to be in good condition,R1422
2017-05-17T00:00:00.000000000,Seems to be in good condition,R1423
