Location_accuracy,Location_altitude,Location_latitude,Location_longitude,_default_access,_group_modify,_group_privileged,_group_read_only,_id,admin_region_id,catchment_population,contact_name,contact_phone_number,contact_title,distance_to_supply,electricity_source,facility_id,facility_name,facility_ownership,facility_type,fuel_availability,grid_power_availability,"immunization_services_offered",number_of_cold_boxes,number_of_fs_cold_boxes,"number_of_fs_vaccine_carriers","number_of_vaccine_carriers",vaccine_supply_interval,vaccine_supply_mode
0.0,0.0,-14.263737,33.658077,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H204,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",40000,"REK MTSOTSOLO",,,17.0,grid,1006-0043,"Dickson Health Centre",public,community_hospital,,fewer_than_4,both,0,0,0,0,4,collected
0.0,0.0,-14.260208,33.872917,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H196,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",22039,"CATHERINE MWAIPINGA",,,19.0,none,1006-0035,"Maluwa Health Centre",public,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-14.245705,33.773727,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H201,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",112399,"JOHN K. KAMPULAZI",,,36.0,grid,1006-0040,"Mitundu Rural Hospital",public,district_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-14.242022,35.266136,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H517,"9acab085-65c0-4710-9b11-e40220037e18",33449,"WELLINGTON MKWEZA",,,39.0,none,1018-0007,Lungwena,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.23961,34.323624,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H154,"eb2a896a-ccd2-49d3-bd59-551a7b798551",2561,"J. U JUMA",,,26.0,none,1005-0028,"Kanyama Health Centre",faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.235477,35.46858,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H538,"9acab085-65c0-4710-9b11-e40220037e18",19417,"NEVER M. KASAMBALA",,,70.0,none,1018-0028,"Luwalika Health Centre",faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.235134,33.96761,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H133,"eb2a896a-ccd2-49d3-bd59-551a7b798551",12238,"KINGS MWANJU",,,67.0,none,1005-0007,"Mbeza Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.233902,34.824696,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H552,"9acab085-65c0-4710-9b11-e40220037e18",24422,"ISHAMAEL TEMBATANI/JOYCE PHIRI",,,71.0,grid,1018-0042,"Malembo Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-14.227654,34.514725,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H137,"eb2a896a-ccd2-49d3-bd59-551a7b798551",19632,"YOSEK KALOWA",,,60.0,grid,1005-0011,Mtakataka,public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-14.227447,33.755302,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H200,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",44247,"JOYLET ZULU",,,6.0,grid,1006-0039,"Mlale Rural Hospital",faithbased,rural_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-14.22571,34.039616,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H132,"eb2a896a-ccd2-49d3-bd59-551a7b798551",29555,"ANDERSON KAMWANA",,,57.0,none,1005-0006,Chitowe,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.200319,34.548676,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H138,"eb2a896a-ccd2-49d3-bd59-551a7b798551",17425,"ALFRED MASANDA",,,67.0,none,1005-0012,"Nakalazi Health Centre",faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.200101,34.360096,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H152,"eb2a896a-ccd2-49d3-bd59-551a7b798551",27367,"FATIMA JAMES",,,25.0,none,1005-0026,"Dzindevu Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.194741,35.038605,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H554,"9acab085-65c0-4710-9b11-e40220037e18",22531,"STONALD KAPANDAWALE",,,47.0,grid,1018-0044,"Nkope Health Centre",faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-14.177676,33.77472,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H198,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",4632,"ROSE SHONGA",,,6.0,grid,1006-0037,"Bunda College Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-14.177242,35.44389,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H537,"9acab085-65c0-4710-9b11-e40220037e18",22731,"MAISON CHABWERA",,,65.0,none,1018-0027,"Katuli Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.174851,33.747475,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H199,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",27314,"THKOZANI JULIAS",,,15.0,none,1006-0038,"Mkwinda Health Post",public,dispensary,,none,both,0,0,0,0,4,collected
0.0,0.0,-14.166857,33.378536,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H207,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",19835,"PAUL CHIBAKUWA",,,22.0,none,1006-0046,"Mbang'Ombe 2",public,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-14.165898,33.638763,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H205,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",67125,"JAMES CHADZA",,,30.0,grid,1006-0044,"Mikolongwe Health Centre",faithbased,community_hospital,,fewer_than_4,both,0,0,0,0,4,collected
0.0,0.0,-14.15977,34.189083,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H151,"eb2a896a-ccd2-49d3-bd59-551a7b798551",33385,"CHARITY KALIMA",,,66.0,none,1005-0025,"Kaphuka Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.150551,34.318584,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H153,"eb2a896a-ccd2-49d3-bd59-551a7b798551",26246,"COSMAS AORON",,,34.0,none,1005-0027,Chikuse,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.144689,33.84087,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H195,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",44646,"FRAZER MANDWE",,,15.0,none,1006-0034,"Chanza Health Centre",public,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-14.143017,34.131374,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H144,"eb2a896a-ccd2-49d3-bd59-551a7b798551",25189,"JAPHET LEMTON",,,48.0,grid,1005-0018,"Kasina Health Centre",faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-14.132441,34.844055,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H553,"9acab085-65c0-4710-9b11-e40220037e18",9814,"MELINA KAPANDA",,,77.0,grid,1018-0043,"Nankhwali Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-14.131615,34.08085,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H188,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",15310,"MM PEZEMMAWA",,,20.0,grid,1006-0027,"Diamphwe Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-14.121185,35.192394,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H516,"9acab085-65c0-4710-9b11-e40220037e18",10632,"ENOCK G. CHITULU",,,51.0,none,1018-0006,Namalaka,faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.106134,34.00466,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H189,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",52699,"FK MBUNA",,,16.0,grid,1006-0028,"Mtenthera Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-14.096993,34.24319,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H147,"eb2a896a-ccd2-49d3-bd59-551a7b798551",26900,"JOSEPHY KUMIMBA",,,55.0,grid,1005-0021,"Mayani Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-14.088998,34.54413,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H125,"1c2a050b-a88f-4e76-aacc-185e160a2874",7318,"KILIANA JONAS",,,45.0,grid,1004-0020,"Lifeline Health Centre",private,community_hospital,,more_than_16,both,0,0,0,0,5,delivered
0.0,0.0,-14.086976,34.510857,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H124,"1c2a050b-a88f-4e76-aacc-185e160a2874",9045,"ALLI CHALE",,,43.0,none,1004-0019,"Ngodzi Health Centre",faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.082245,33.907406,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H194,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",58705,"TIMOTHY SYMON",,,15.0,grid,1006-0033,"Nanthenje Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-14.082083,34.910168,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H555,"9acab085-65c0-4710-9b11-e40220037e18",30246,"ZACHEUS SOLOMON",,,63.0,grid,1018-0045,"Monkeybay Health Centre",public,district_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-14.081012,34.161335,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H145,"eb2a896a-ccd2-49d3-bd59-551a7b798551",19704,"PRECIOUS MANDALASI",,,45.0,none,1005-0019,"Tsoyo Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.076373,34.258797,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H149,"eb2a896a-ccd2-49d3-bd59-551a7b798551",11511,"MISS KACHERE",,,48.0,none,1005-0023,"Chiphwaya Health Centre",faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.072044,33.447517,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H208,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",23415,,,,10.0,none,1006-0047,"Ming'Ongo",public,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-14.05954,35.185577,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H515,"9acab085-65c0-4710-9b11-e40220037e18",8837,"ETHEL SUSUWELE",,,60.0,none,1018-0005,Kadango,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.05723,33.305332,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H246,"fea5b75d-b205-4ea5-8435-5c7140bb2446",39449,"MARY NYONI",,,61.0,none,1007-0020,"Kapanga Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.048563,33.792934,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H220,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",30601,"MCKINGLEY KAPULULA",,,11.0,grid,1006-0059,"Chimwala Clinic",faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-14.044394,34.238758,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H150,"eb2a896a-ccd2-49d3-bd59-551a7b798551",16923,L.TAMBALIKA,,,52.0,none,1005-0024,"Mtini Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-14.041138,34.10286,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H192,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",52390,"BEATRICE KABOTA",,,32.0,grid,1006-0031,"Nkhoma Ccap Hospital",faithbased,rural_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-14.028988,33.44781,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H209,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",38912,"JASSON PHILLIP",,,7.0,none,1006-0048,Nthondo,public,community_hospital,,none,static,0,0,0,0,4,collected
0.0,0.0,-14.028479,35.336792,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H536,"9acab085-65c0-4710-9b11-e40220037e18",12586,"FRANK MFUNDENJI/OWEN ASSAN/YONASI MASIKIYA",,,84.0,grid,1018-0026,"Ngapani Health Centre Private",private,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-14.024161,33.70821,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H169,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",52695,"LUCY KALIPENI",,,7.0,grid,1006-0008,"Likuni Hospital",faithbased,rural_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-14.018209,33.384636,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H211,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",31690,"TINA MALAKA",,,52.0,grid,1006-0050,Chileka,public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-14.016986,33.791973,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H187,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",692,"WL CHAWEZA",,,3.0,grid,1006-0026,"Sos Clinic",faithbased,community_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-14.009842,33.704502,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H170,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",3235,"E MATABWA",,,2.0,grid,1006-0009,"Nkhalango Private Clinic",private,community_hospital,,fewer_than_4,static,0,0,0,0,4,collected
0.0,0.0,-14.008419,33.974392,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H193,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",25367,"NYADANI MWALE",,,18.0,grid,1006-0032,"Matapila Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-14.004896,33.816906,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H167,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",17000,"CHIFUNDO BINALI",,,5.0,grid,1006-0006,"Muloza Seventh Day Adventist",faithbased,community_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-14.004598,33.824913,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H168,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",25000,"CHARITY F. SALIMA",,,7.0,grid,1006-0007,"Achikondi Women Community Drindly Services",private,community_hospital,,fewer_than_4,static,0,0,0,0,4,collected
0.0,0.0,-14.000937,33.550106,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H212,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",15149,"BRIGHTON KHAWENI",,,12.0,none,1006-0051,Mbwatalika,faithbased,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-13.993454,33.75718,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H224,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",14205245,"D. MWANZA",,,0.0,grid,1006-0063,"National Vaccine Store",public,national_vaccine_store,,more_than_16,none,0,0,0,0,24,delivered
0.0,0.0,-13.989829,33.774113,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H161,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",2105030,"LLOYD MSOSA",,,3.0,grid,1006-0000,"Lilongwe Dho",public,regional_vaccine_store,,more_than_16,none,0,0,0,0,4,collected
0.0,0.0,-13.989294,33.79698,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H163,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",246838,"HELLEN LONJE",,,3.0,grid,1006-0002,"Kawale Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-13.988969,33.774593,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H162,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",124800,"JEAN KAMWENDO",,,0.5,grid,1006-0001,"Bwaila Rural Hospital",public,district_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-13.986933,34.514805,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H123,"1c2a050b-a88f-4e76-aacc-185e160a2874",26242,"PETER KANDAYA",,,30.0,grid,1004-0018,"Chipoka Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,5,both
0.0,0.0,-13.986487,33.77004,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H186,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",783388,"OLIVE KWAPATA",,,3.0,grid,1006-0025,"Lilongwe City Clinic",other,health_center,,more_than_16,none,0,0,0,0,4,collected
0.0,0.0,-13.981551,33.35066,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H210,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",15427,"DENIS KAMWANI",,,15.0,grid,1006-0049,"Gabriel Mission Hospital",faithbased,rural_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-13.979072,33.82046,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H164,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",5214,"EM CHAUMA",,,20.0,grid,1006-0003,"Kamuzu Barracks",public,community_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-13.978901,33.78729,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H222,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",3200,"NELSON KADAMMANJA",,,4.0,grid,1006-0061,"Dr David Livingstone Memorial Private Clinic",private,community_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-13.975224,33.881535,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H166,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",20582,"GIBSON BANDA",,,30.0,grid,1006-0005,"Kangoma Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-13.974276,33.64486,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H213,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",51200,"KEZIA KALIMA",,,24.0,grid,1006-0052,Chitedze,public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-13.9741,33.78455,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H223,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",42000,"A.O. KANGULU",,,4.0,grid,1006-0062,"Kamuzu Central Hospital",public,district_vaccine_store,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-13.968262,33.27181,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H247,"fea5b75d-b205-4ea5-8435-5c7140bb2446",2329,"A. KACHEPA",,,50.0,none,1007-0021,"Waliranji Health Post",public,dispensary,,none,none,0,0,0,0,4,delivered
0.0,0.0,-13.965972,34.095364,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H190,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",9180,"AARON JACKSON",,,35.0,grid,1006-0029,"Chitekwere Health Post",public,dispensary,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-13.965857,33.740536,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H221,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",6840,"ALICE CHIPHWANYA",,,7.0,grid,1006-0060,"African Bible College",faithbased,rural_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-13.95875,35.14195,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H514,"9acab085-65c0-4710-9b11-e40220037e18",17321,"THOMAS BILLY",,,75.0,none,1018-0004,Lugola,faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-13.938592,33.779755,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H171,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",180870,"BANDAWE D MALENDO",,,8.0,grid,1006-0010,"Area 18 Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-13.9336605,34.12336,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H191,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",24477,"MCDONALD KATSATENI",,,41.0,none,1006-0030,"Chimbalanga Health Centre",public,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-13.926707,35.26288,HIDDEN,GROUP_REGION_SOUTH_EAST,GROUP_ADMIN,GROUP_REGION_SOUTH,H535,"9acab085-65c0-4710-9b11-e40220037e18",3483,"HALORD SAULOS",,,109.0,none,1018-0025,Maleta,public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-13.925338,33.670227,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H183,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",32252,"MARY NUMDWE",,,15.0,grid,1006-0022,"Mbabvi Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-13.9251,33.783283,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H172,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",3500,"M. CHIGUMULA",,,10.0,grid,1006-0011,"Area 30 Police Dispensary",public,health_center,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-13.923573,34.48908,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H122,"1c2a050b-a88f-4e76-aacc-185e160a2874",26973,"MALONIE BANDA",,,21.0,grid,1004-0017,"Mchoka Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-13.920938,33.22583,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H234,"fea5b75d-b205-4ea5-8435-5c7140bb2446",45040,"M. NAMKUMBA",,,45.0,none,1007-0008,"Nkhwazi Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-13.904859,33.397377,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H219,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",13392,"BONNY SANDKIM",,,13.0,none,1006-0058,Chiwe,faithbased,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-13.89833,33.061405,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H237,"fea5b75d-b205-4ea5-8435-5c7140bb2446",35799,,,,26.0,grid,1007-0011,"Tembwe Health Centre",public,community_hospital,,fewer_than_4,both,0,0,0,0,4,delivered
0.0,0.0,-13.889718,33.77303,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H173,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",22345,"HETIMULIA A SAIDI",,,26.0,grid,1006-0012,"Area 25 Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-13.887277,33.074776,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H245,"fea5b75d-b205-4ea5-8435-5c7140bb2446",14370,"T. CHIKALIPO",,,28.0,grid,1007-0019,"St Michael Guillem Community Hospital",faithbased,hospital,,fewer_than_4,both,0,0,0,0,4,delivered
0.0,0.0,-13.882764,33.503544,HIDDEN,"GROUP_REGION_CENTRAL_WEST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H181,"e7a63cfa-14ad-409a-a2bb-ee1446d79cde",49709,"HASTINGS ACTONSO",,,9.2,grid,1006-0020,Nsalu,public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
